1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01
1.000000000000000056e-01 1.000000000000004358e-01 1.000000000000000056e-01 1.000000000000004635e-01 1.000000000000005052e-01 1.000000000000005190e-01 1.000000000000000056e-01 1.000000000000000056e-01 9.999999999999996392e-02 1.000000000000000472e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000056e-01 -1.000000000000000749e-01 -1.000000000000000472e-01 -1.000000000000000472e-01 -1.000000000000000472e-01 -1.000000000000000472e-01 -1.000000000000000056e-01 -1.000000000000000888e-01
9.980000002588218511e-02 9.980000002588315655e-02 9.980000002588215735e-02 9.980000002588053365e-02 9.980000002588323982e-02 9.980000002588332308e-02 9.980000002588225450e-02 9.980000002588219898e-02 9.980000002588219898e-02 9.980000002588228225e-02 -9.980000002588207408e-02 -9.980000002588226837e-02 -9.980000002588219898e-02 -9.980000002588222674e-02 -9.980000002588229613e-02 -9.980000002588218511e-02 -9.980000002588206021e-02 -9.980000002588233776e-02 -9.980000002588225450e-02 -9.980000002588237940e-02
9.940020001450662612e-02 9.940020001450809717e-02 9.940020001450726450e-02 9.940020001450286524e-02 9.940020001450837472e-02 9.940020001450834697e-02 9.940020001450732001e-02 9.940020001450718123e-02 9.940020001450187992e-02 9.940020001450730613e-02 -9.940020001450626530e-02 -9.940020001450683429e-02 -9.940020001450687592e-02 -9.940020001450659837e-02 -9.940020001450684817e-02 -9.940020001450658449e-02 -9.940020001450629306e-02 -9.940020001450693143e-02 -9.940020001450684817e-02 -9.940020001450693143e-02
9.880119985028705532e-02 9.880119985028924801e-02 9.880119985028835983e-02 9.880119985028132379e-02 9.880119985028948393e-02 9.880119985028955332e-02 9.880119985028840146e-02 9.880119985028834595e-02 9.880119985027759066e-02 9.880119985028851248e-02 -9.880119985028644469e-02 -9.880119985028736063e-02 -9.880119985028745777e-02 -9.880119985028723573e-02 -9.880119985028752716e-02 -9.880119985028697205e-02 -9.880119985028651408e-02 -9.880119985028752716e-02 -9.880119985028748553e-02 -9.880119985028752716e-02
9.800399832042093473e-02 9.800399832042343273e-02 9.800399832042255843e-02 9.800399832041294113e-02 9.800399832042365478e-02 9.800399832042375192e-02 9.800399832042257231e-02 9.800399832042250292e-02 9.800399832040662673e-02 9.800399832042269721e-02 -9.800399832042001880e-02 -9.800399832042076820e-02 -9.800399832042121229e-02 -9.800399832042065718e-02 -9.800399832042133719e-02 -9.800399832042037962e-02 -9.800399832042006043e-02 -9.800399832042099024e-02 -9.800399832042117065e-02 -9.800399832042099024e-02
9.700999154516247447e-02 9.700999154516522227e-02 9.700999154516433409e-02 9.700999154515255185e-02 9.700999154516543044e-02 9.700999154516563860e-02 9.700999154516436185e-02 9.700999154516434797e-02 9.700999154514390599e-02 9.700999154516450063e-02 -9.700999154516162792e-02 -9.700999154516212752e-02 -9.700999154516244671e-02 -9.700999154516193324e-02 -9.700999154516255774e-02 -9.700999154516164180e-02 -9.700999154516172507e-02 -9.700999154516226630e-02 -9.700999154516241896e-02 -9.700999154516230794e-02
9.582097071135878275e-02 9.582097071136196076e-02 9.582097071136086441e-02 9.582097071134755562e-02 9.582097071136193300e-02 9.582097071136236321e-02 9.582097071136089217e-02 9.582097071136107258e-02 9.582097071133692523e-02 9.582097071136130850e-02 -9.582097071135939337e-02 -9.582097071135868560e-02 -9.582097071135912969e-02 -9.582097071135829702e-02 -9.582097071135892152e-02 -9.582097071135797783e-02 -9.582097071135808886e-02 -9.582097071135864397e-02 -9.582097071135878275e-02 -9.582097071135868560e-02
9.443911879330846304e-02 9.443911879331176595e-02 9.443911879331065573e-02 9.443911879329645875e-02 9.443911879331173820e-02 9.443911879331222392e-02 9.443911879331066961e-02 9.443911879331085002e-02 9.443911879328489856e-02 9.443911879331121084e-02 -9.443911879331161330e-02 -9.443911879330828263e-02 -9.443911879330907366e-02 -9.443911879330758874e-02 -9.443911879330808834e-02 -9.443911879330728343e-02 -9.443911879330726955e-02 -9.443911879330786630e-02 -9.443911879330800507e-02 -9.443911879330790793e-02
9.286700680378627559e-02 9.286700680378855155e-02 9.286700680378867645e-02 9.286700680377460437e-02 9.286700680378982831e-02 9.286700680379027240e-02 9.286700680378873196e-02 9.286700680378885686e-02 9.286700680376315520e-02 9.286700680378925932e-02 -9.286700680378924544e-02 -9.286700680378599804e-02 -9.286700680378674744e-02 -9.286700680378524864e-02 -9.286700680378581763e-02 -9.286700680378494333e-02 -9.286700680378495720e-02 -9.286700680378555395e-02 -9.286700680378569273e-02 -9.286700680378556783e-02
9.110758880956386363e-02 9.110758880956677797e-02 9.110758880956366934e-02 9.110758880955298344e-02 9.110758880956486283e-02 9.110758880956174033e-02 9.110758880956716654e-02 9.110758880956711103e-02 9.110758880954178407e-02 9.110758880956072725e-02 -9.110758880956716654e-02 -9.110758880956339179e-02 -9.110758880956468242e-02 -9.110758880956282280e-02 -9.110758880956289218e-02 -9.110758880956255912e-02 -9.110758880956283667e-02 -9.110758880956312811e-02 -9.110758880956369710e-02 -9.110758880956137951e-02
8.916419621129718920e-02 8.916419621130040885e-02 8.916419621129580142e-02 8.916419621128678086e-02 8.916419621129699491e-02 8.916419621129237361e-02 8.916419621130083906e-02 8.916419621130071416e-02 8.916419621127567863e-02 8.916419621129138828e-02 -8.916419621129996476e-02 -8.916419621129659245e-02 -8.916419621129756390e-02 -8.916419621129581530e-02 -8.916419621129670348e-02 -8.916419621129552386e-02 -8.916419621129560713e-02 -8.916419621129609285e-02 -8.916419621129656470e-02 -8.916419621129631490e-02
8.704053186857092783e-02 8.704053186857448055e-02 8.704053186856987312e-02 8.704053186856108848e-02 8.704053186857105273e-02 8.704053186856654245e-02 8.704053186857496627e-02 8.704053186857484137e-02 8.704053186855011115e-02 8.704053186856548774e-02 -8.704053186857375890e-02 -8.704053186857063640e-02 -8.704053186857182989e-02 -8.704053186856967883e-02 -8.704053186857053925e-02 -8.704053186856938740e-02 -8.704053186856940127e-02 -8.704053186856988700e-02 -8.704053186857040048e-02 -8.704053186857015068e-02
8.474066257639012445e-02 8.474066257639410737e-02 8.474066257639001343e-02 8.474066257637720423e-02 8.474066257639115141e-02 8.474066257638629418e-02 8.474066257639510658e-02 8.474066257639442656e-02 8.474066257637052901e-02 8.474066257638523947e-02 -8.474066257639369104e-02 -8.474066257639047139e-02 -8.474066257639129018e-02 -8.474066257638959709e-02 -8.474066257639048527e-02 -8.474066257638934729e-02 -8.474066257638945832e-02 -8.474066257638984689e-02 -8.474066257639045752e-02 -8.474066257639011057e-02
8.226901220872416542e-02 8.226901220872785692e-02 8.226901220872466503e-02 8.226901220871267462e-02 8.226901220872580300e-02 8.226901220872157028e-02 8.226901220872975817e-02 8.226901220872957776e-02 8.226901220870558307e-02 8.226901220872046006e-02 -8.226901220872857856e-02 -8.226901220872540055e-02 -8.226901220872613607e-02 -8.226901220872462339e-02 -8.226901220872508136e-02 -8.226901220872435971e-02 -8.226901220872433196e-02 -8.226901220872480380e-02 -8.226901220872533116e-02 -8.226901220872512299e-02
7.963035208721365443e-02 7.963035208721611080e-02 7.963035208721513936e-02 7.963035208720316283e-02 7.963035208721619407e-02 7.963035208721185032e-02 7.963035208722007985e-02 7.963035208721978842e-02 7.963035208719651536e-02 7.963035208721082336e-02 -7.963035208721862268e-02 -7.963035208721509772e-02 -7.963035208721613856e-02 -7.963035208721458424e-02 -7.963035208721512548e-02 -7.963035208721430669e-02 -7.963035208721437608e-02 -7.963035208721472302e-02 -7.963035208721525038e-02 -7.963035208721508384e-02
7.682979263848831175e-02 7.682979263849162854e-02 7.682979263849006035e-02 7.682979263847733442e-02 7.682979263849103180e-02 7.682979263848742357e-02 7.682979263849511187e-02 7.682979263849523677e-02 7.682979263846885509e-02 7.682979263848639662e-02 -7.682979263849545881e-02 -7.682979263849054608e-02 -7.682979263849126772e-02 -7.682979263849071261e-02 -7.682979263849025464e-02 -7.682979263849044893e-02 -7.682979263849108731e-02 -7.682979263848989382e-02 -7.682979263849026852e-02 -7.682979263849037954e-02
7.387277313852620708e-02 7.387277313852895488e-02 7.387277313852437521e-02 7.387277313851502158e-02 7.387277313852509686e-02 7.387277313851733918e-02 7.387277313853288230e-02 7.387277313853250760e-02 7.387277313850737492e-02 7.387277313852376459e-02 -7.387277313853270189e-02 -7.387277313852751159e-02 -7.387277313852796956e-02 -7.387277313852802507e-02 -7.387277313852759486e-02 -7.387277313852778915e-02 -7.387277313852833038e-02 -7.387277313852713689e-02 -7.387277313852759486e-02 -7.387277313852763649e-02
7.076505127304051623e-02 7.076505127304422160e-02 7.076505127303928111e-02 7.076505127302802622e-02 7.076505127304005827e-02 7.076505127303275855e-02 7.076505127304234810e-02 7.076505127304778819e-02 7.076505127302298859e-02 7.076505127303907294e-02 -7.076505127304780207e-02 -7.076505127304273668e-02 -7.076505127304309750e-02 -7.076505127304309750e-02 -7.076505127304269505e-02 -7.076505127304291709e-02 -7.076505127304340281e-02 -7.076505127304238973e-02 -7.076505127304232035e-02 -7.076505127304284770e-02
6.751269147049293595e-02 6.751269147049623887e-02 6.751269147048832853e-02 6.751269147048037655e-02 6.751269147048911956e-02 6.751269147048492847e-02 6.751269147049474006e-02 6.751269147049307473e-02 6.751269147047606056e-02 6.751269147049125674e-02 -6.751269147049994424e-02 -6.751269147049511476e-02 -6.751269147049483721e-02 -6.751269147049540620e-02 -6.751269147049485109e-02 -6.751269147049536457e-02 -6.751269147049553110e-02 -6.751269147049476782e-02 -6.751269147049443475e-02 -6.751269147049518415e-02
6.412205384726217539e-02 6.412205384726614443e-02 6.412205384725819246e-02 6.412205384725068458e-02 6.412205384725913615e-02 6.412205384725495894e-02 6.412205384726460400e-02 6.412205384726291091e-02 6.412205384724668777e-02 6.412205384726120394e-02 -6.412205384726898938e-02 -6.412205384726414603e-02 -6.412205384726367419e-02 -6.412205384726459012e-02 -6.412205384726409052e-02 -6.412205384726457624e-02 -6.412205384726474278e-02 -6.412205384726388235e-02 -6.412205384726360480e-02 -6.412205384726434032e-02
